uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description
Q9Y5U5,TNR18_HUMAN,True,True,True,,,True,,False,,,,,
P43626,KI2L1_HUMAN,True,True,False,,,True,,False,,,,,
Q9NWQ8,PHAG1_HUMAN,True,True,False,,,False,,False,,,,,
P23560,BDNF_HUMAN,True,True,True,,,False,,False,,,,,
Q9UGI9,AAKG3_HUMAN,False,False,False,,,False,,False,,,,,
P26583,HMGB2_HUMAN,False,False,False,,,False,,False,,,,,
O00165,HAX1_HUMAN,False,False,False,,,False,,False,,,,,
P19105,ML12A_HUMAN,False,False,False,,,False,,False,,,,,
P30495,1B56_HUMAN,True,True,False,,,True,,False,,,,,
Q00534,CDK6_HUMAN,False,False,False,,,False,,False,,,,,
Q95IE3,2B1C_HUMAN,True,True,False,,,True,,False,,,,,
P16109,LYAM3_HUMAN,True,True,False,,,True,,False,,,,,
P16860,ANFB_HUMAN,False,False,True,,,False,,False,,,,,
P04899,GNAI2_HUMAN,False,False,False,,,False,,False,,,,,
P04350,TBB4A_HUMAN,False,True,False,,,False,,False,,,,,
Q9GZV9,FGF23_HUMAN,False,False,True,,,False,,False,,,,,
Q8N423,LIRB2_HUMAN,True,True,False,,,True,,False,,,,,
P54760,EPHB4_HUMAN,True,True,False,,,True,,False,,,,,
Q9NZ20,PA2G3_HUMAN,False,True,True,,,False,,False,,,,,
P60033,CD81_HUMAN,True,True,False,,,True,,False,,,,,
P11487,FGF3_HUMAN,False,False,True,,,False,,False,,,,,
P15498,VAV_HUMAN,False,False,False,,,False,,False,,,,,
Q8WZ75,ROBO4_HUMAN,True,True,False,,,True,,False,,,,,
Q00722,PLCB2_HUMAN,False,False,False,,,False,,False,,,,,
Q96MI6,PPM1M_HUMAN,False,False,False,,,False,,False,,,,,
P09958,FURIN_HUMAN,True,True,False,,,True,,False,,,,,
P30530,UFO_HUMAN,True,True,False,,,True,,False,,,,,
P09211,GSTP1_HUMAN,False,False,False,,,False,,False,,,,,
Q86UR5,RIMS1_HUMAN,False,False,False,,,False,,False,,,,,
P15153,RAC2_HUMAN,False,False,False,,,False,,False,,,,,
Q9H013,ADA19_HUMAN,True,True,False,,,False,,False,,,,,
Q13219,PAPP1_HUMAN,False,False,True,,,False,,False,,,,,
Q99062,CSF3R_HUMAN,True,True,True,,,True,,False,,,,,
P15018,LIF_HUMAN,False,False,True,,,False,,False,,,,,
Q0ZGT2,NEXN_HUMAN,False,False,False,,,False,,False,,,,,
P13501,CCL5_HUMAN,False,False,True,,,False,,False,,,,,
O95477,ABCA1_HUMAN,True,True,False,,,True,,False,,,,,
Q8N8S7,ENAH_HUMAN,False,False,False,,,False,,False,,,,,
Q99828,CIB1_HUMAN,False,False,False,,,False,,False,,,,,
P02679,FIBG_HUMAN,False,True,True,,,True,,False,,,,,
O15550,KDM6A_HUMAN,False,False,True,,,False,,False,,,,,
P51460,INSL3_HUMAN,False,False,True,,,False,,False,,,,,
Q95604,1C17_HUMAN,True,True,False,,,True,,False,,,,,
P01911,2B1F_HUMAN,True,True,True,,,True,,False,,,,,
P31371,FGF9_HUMAN,False,False,True,,,False,,False,,,,,
P35221,CTNA1_HUMAN,False,False,False,,,False,,False,,,,,
Q9ULH1,ASAP1_HUMAN,False,False,False,,,False,,False,,,,,
P0CG47,UBB_HUMAN,True,False,False,,,False,,False,,,,,
P28907,CD38_HUMAN,True,True,False,,,True,,False,,,,,
O43603,GALR2_HUMAN,True,True,False,,,True,,False,,,,,
P01135,TGFA_HUMAN,True,True,True,,,True,,False,,,,,
Q9NYQ7,CELR3_HUMAN,True,True,False,,,True,,False,,,,,
O94813,SLIT2_HUMAN,False,True,True,,,False,,False,,,,,
Q6X4U4,SOSD1_HUMAN,True,False,True,,,False,,False,,,,,
P51841,GUC2F_HUMAN,False,True,False,,,True,,False,,,,,
P04040,CATA_HUMAN,False,False,False,,,False,,False,,,,,
Q9C0C4,SEM4C_HUMAN,True,True,False,,,True,,False,,,,,
Q08345,DDR1_HUMAN,True,True,True,,,True,,False,,,,,
P01222,TSHB_HUMAN,False,False,True,,,False,,False,,,,,
Q8WWZ1,IL1FA_HUMAN,False,False,True,,,False,,False,,,,,
O60503,ADCY9_HUMAN,True,True,False,,,False,,False,,,,,
P01236,PRL_HUMAN,False,False,True,,,False,,False,,,,,
P00742,FA10_HUMAN,False,True,True,,,False,,False,,,,,
Q13591,SEM5A_HUMAN,True,True,False,,,False,,False,,,,,
Q9UM47,NOTC3_HUMAN,True,True,False,,,True,,False,,,,,
P63261,ACTG_HUMAN,False,False,False,,,False,,False,,,,,
O95971,BY55_HUMAN,True,True,True,,,True,,False,,,,,
P55064,AQP5_HUMAN,True,True,False,,,False,,False,,,,,
P35613,BASI_HUMAN,True,True,False,,,False,,False,,,,,
Q01955,CO4A3_HUMAN,False,False,True,,,False,,False,,,,,
Q92574,TSC1_HUMAN,True,False,False,,,False,,False,,,,,
Q9HC29,NOD2_HUMAN,False,True,False,,,True,,False,,,,,
P18464,1B51_HUMAN,True,True,False,,,True,,False,,,,,
P17752,TPH1_HUMAN,False,False,False,,,False,,False,,,,,
Q8NFY4,SEM6D_HUMAN,True,True,True,,,False,,False,,,,,
Q9GZZ7,GFRA4_HUMAN,True,True,True,,,True,,False,,,,,
P61225,RAP2B_HUMAN,False,False,False,,,False,,False,,,,,
O95352,ATG7_HUMAN,False,False,False,,,False,,False,,,,,
Q9P0M4,IL17C_HUMAN,False,False,True,,,False,,False,,,,,
P09848,LPH_HUMAN,False,True,False,,,False,,False,,,,,
Q9UHP9,SMPX_HUMAN,False,False,False,,,False,,False,,,,,
Q99538,LGMN_HUMAN,False,True,True,,,False,,False,,,,,
P30501,1C02_HUMAN,True,True,False,,,True,,False,,,,,
P01589,IL2RA_HUMAN,True,True,False,,,True,,False,,,,,
Q7Z6A9,BTLA_HUMAN,True,True,False,,,True,,False,,,,,
P62136,PP1A_HUMAN,False,False,False,,,False,,False,,,,,
P02458,CO2A1_HUMAN,False,True,True,,,False,,False,,,,,
Q96A83,COQA1_HUMAN,False,True,True,,,False,,False,,,,,
Q9H1J7,WNT5B_HUMAN,False,True,True,,,True,,False,,,,,
Q08289,CACB2_HUMAN,False,False,False,,,False,,False,,,,,
Q9H1J5,WNT8A_HUMAN,False,False,True,,,False,,False,,,,,
Q8TEB7,RN128_HUMAN,True,True,False,,,False,,False,,,,,
P26718,NKG2D_HUMAN,True,True,False,,,True,,False,,,,,
O95196,CSPG5_HUMAN,True,True,False,,,True,,False,,,,,
O95399,UTS2_HUMAN,False,False,True,,,False,,False,,,,,
P08254,MMP3_HUMAN,True,False,True,,,False,,False,,,,,
Q9BXL7,CAR11_HUMAN,False,False,False,,,False,,False,,,,,
P01127,PDGFB_HUMAN,False,True,True,,,True,,False,,,,,
P25092,GUC2C_HUMAN,True,True,False,,,True,,False,,,,,
P21817,RYR1_HUMAN,True,False,False,,,False,,False,,,,,
P01563,IFNA2_HUMAN,False,False,True,,,False,,False,,,,,
Q01518,CAP1_HUMAN,False,False,False,,,False,,False,,,,,
Q08499,PDE4D_HUMAN,False,False,False,,,False,,False,,,,,
P08238,HS90B_HUMAN,False,True,False,,,True,,False,,,,,
P19634,SL9A1_HUMAN,True,True,False,,,False,,False,,,,,
P36507,MP2K2_HUMAN,False,False,False,,,False,,False,,,,,
O00501,CLD5_HUMAN,True,False,False,,,False,,False,,,,,
Q9BY76,ANGL4_HUMAN,True,True,True,,,False,,False,,,,,
P49747,COMP_HUMAN,False,False,True,,,False,,False,,,,,
P30450,1A26_HUMAN,True,True,False,,,True,,False,,,,,
Q16663,CCL15_HUMAN,False,False,True,,,False,,False,,,,,
Q99436,PSB7_HUMAN,False,False,False,,,False,,False,,,,,
P37173,TGFR2_HUMAN,True,True,False,,,True,,False,,,,,
P01040,CYTA_HUMAN,False,False,False,,,False,,False,,,,,
P61769,B2MG_HUMAN,True,True,True,,,True,,False,,,,,
O00574,CXCR6_HUMAN,True,True,False,,,True,,False,,,,,
Q9UEF7,KLOT_HUMAN,True,True,True,,,False,,False,,,,,
Q9Y4C0,NRX3A_HUMAN,False,True,True,,,True,,False,,,,,
P08588,ADRB1_HUMAN,True,True,False,,,True,,False,,,,,
P00813,ADA_HUMAN,False,True,False,,,True,,False,,,,,
Q14943,KI3S1_HUMAN,True,True,False,,,True,,False,,,,,
Q16674,MIA_HUMAN,False,False,True,,,False,,False,,,,,
P15248,IL9_HUMAN,False,False,True,,,False,,False,,,,,
P09871,C1S_HUMAN,False,False,True,,,False,,False,,,,,
Q10588,BST1_HUMAN,True,True,True,,,False,,False,,,,,
P30499,1C01_HUMAN,True,True,False,,,True,,False,,,,,
Q9P2U7,VGLU1_HUMAN,False,True,False,,,False,,False,,,,,
P01569,IFNA5_HUMAN,False,False,True,,,False,,False,,,,,
O43521,B2L11_HUMAN,False,False,False,,,False,,False,,,,,
Q9H3G5,CPVL_HUMAN,False,True,True,,,False,,False,,,,,
Q9HBX8,LGR6_HUMAN,True,True,False,,,True,,False,,,,,
Q13087,PDIA2_HUMAN,True,False,True,,,False,,False,,,,,
P04626,ERBB2_HUMAN,True,True,False,,,True,,False,,,,,
Q14192,FHL2_HUMAN,False,False,False,,,False,,False,,,,,
O00571,DDX3X_HUMAN,False,False,False,,,False,,False,,,,,
Q13231,CHIT1_HUMAN,False,False,True,,,False,,False,,,,,
P50452,SPB8_HUMAN,False,False,False,,,False,,False,,,,,
Q9HBW1,LRRC4_HUMAN,True,True,False,,,True,,False,,,,,
O43623,SNAI2_HUMAN,False,False,False,,,False,,False,,,,,
Q96QT4,TRPM7_HUMAN,True,False,False,,,False,,False,,,,,
O00592,PODXL_HUMAN,True,True,False,,,False,,False,,,,,
P17980,PRS6A_HUMAN,False,False,False,,,False,,False,,,,,
P41279,M3K8_HUMAN,False,False,False,,,False,,False,,,,,
Q12959,DLG1_HUMAN,True,False,False,,,False,,False,,,,,
Q6Q788,APOA5_HUMAN,False,False,True,,,False,,False,,,,,
O94992,HEXI1_HUMAN,False,True,False,,,True,,False,,,,,
P13497,BMP1_HUMAN,False,True,False,,,False,,False,,,,,
P80303,NUCB2_HUMAN,True,False,True,,,False,,False,,,,,
P47211,GALR1_HUMAN,True,True,False,,,True,,False,,,,,
P61073,CXCR4_HUMAN,True,True,False,,,True,,False,,,,,
Q8N6P7,I22R1_HUMAN,True,True,False,,,True,,False,,,,,
Q08431,MFGM_HUMAN,False,True,True,,,False,,False,,,,,
Q9UP38,FZD1_HUMAN,True,True,False,,,True,,False,,,,,
P15880,RS2_HUMAN,False,False,True,,,False,,False,,,,,
O00622,CYR61_HUMAN,False,False,True,,,False,,False,,,,,
Q13761,RUNX3_HUMAN,False,False,False,,,False,,False,,,,,
P00973,OAS1_HUMAN,False,False,False,,,False,,False,,,,,
P13598,ICAM2_HUMAN,True,True,False,,,False,,False,,,,,
Q96HE7,ERO1A_HUMAN,False,True,True,,,False,,False,,,,,
P07550,ADRB2_HUMAN,True,True,False,,,True,,False,,,,,
O00212,RHOD_HUMAN,False,False,False,,,False,,False,,,,,
Q5UE93,PI3R6_HUMAN,False,False,False,,,False,,False,,,,,
Q15399,TLR1_HUMAN,True,True,False,,,True,,False,,,,,
Q96F46,I17RA_HUMAN,True,True,True,,,True,,False,,,,,
P02654,APOC1_HUMAN,False,False,True,,,False,,False,,,,,
Q14703,MBTP1_HUMAN,True,False,True,,,False,,False,,,,,
Q02388,CO7A1_HUMAN,False,True,True,,,False,,False,,,,,
Q14204,DYHC1_HUMAN,False,False,False,,,False,,False,,,,,
P32246,CCR1_HUMAN,True,True,False,,,True,,False,,,,,
O15146,MUSK_HUMAN,True,True,False,,,True,,False,,,,,
P17927,CR1_HUMAN,True,True,False,,,True,,False,,,,,
Q86Y01,DTX1_HUMAN,True,False,False,,,False,,False,,,,,
Q15262,PTPRK_HUMAN,True,True,False,,,True,,False,,,,,
O14727,APAF_HUMAN,False,False,False,,,False,,False,,,,,
P29323,EPHB2_HUMAN,True,True,False,,,True,,False,,,,,
Q9NQA5,TRPV5_HUMAN,True,True,False,,,False,,False,,,,,
P51674,GPM6A_HUMAN,True,True,False,,,False,,False,,,,,
P10253,LYAG_HUMAN,False,True,True,,,False,,False,,,,,
P04406,G3P_HUMAN,False,True,False,,,False,,False,,,,,
P43631,KI2S2_HUMAN,True,True,True,,,True,,False,,,,,
P22735,TGM1_HUMAN,False,False,False,,,False,,False,,,,,
O95859,TSN12_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y3M8,STA13_HUMAN,False,False,False,,,False,,False,,,,,
Q96AP7,ESAM_HUMAN,True,True,False,,,False,,False,,,,,
P12544,GRAA_HUMAN,False,False,False,,,False,,False,,,,,
Q9BRJ7,TIRR_HUMAN,False,False,False,,,False,,False,,,,,
P23771,GATA3_HUMAN,False,False,False,,,False,,False,,,,,
P16615,AT2A2_HUMAN,True,False,False,,,False,,False,,,,,
P05093,CP17A_HUMAN,True,False,True,,,False,,False,,,,,
Q86Z14,KLOTB_HUMAN,False,True,False,,,True,,False,,,,,
P01732,CD8A_HUMAN,True,True,True,,,True,,False,,,,,
P13726,TF_HUMAN,True,True,False,,,True,,False,,,,,
P08575,PTPRC_HUMAN,True,True,False,,,True,,False,,,,,
P31146,COR1A_HUMAN,False,False,False,,,False,,False,,,,,
P05783,K1C18_HUMAN,False,False,False,,,False,,False,,,,,
Q9UBL9,P2RX2_HUMAN,True,True,False,,,False,,False,,,,,
Q9GZP0,PDGFD_HUMAN,False,False,True,,,False,,False,,,,,
Q8NHJ6,LIRB4_HUMAN,True,True,False,,,True,,False,,,,,
P08700,IL3_HUMAN,False,False,True,,,False,,False,,,,,
O15394,NCAM2_HUMAN,True,True,False,,,False,,False,,,,,
Q9P126,CLC1B_HUMAN,True,True,False,,,True,,False,,,,,
Q6UVW9,CLC2A_HUMAN,True,True,False,,,True,,False,,,,,
P50453,SPB9_HUMAN,False,False,False,,,False,,False,,,,,
Q9UQP3,TENN_HUMAN,False,True,True,,,True,,False,,,,,
Q13753,LAMC2_HUMAN,False,True,False,,,False,,False,,,,,
P20936,RASA1_HUMAN,False,False,False,,,False,,False,,,,,
P25054,APC_HUMAN,False,False,False,,,False,,False,,,,,
P11279,LAMP1_HUMAN,True,True,False,,,True,,False,,,,,
Q04721,NOTC2_HUMAN,True,True,False,,,True,,False,,,,,
P23396,RS3_HUMAN,False,False,False,,,False,,False,,,,,
P31949,S10AB_HUMAN,False,False,True,,,False,,False,,,,,
Q13442,HAP28_HUMAN,False,False,False,,,False,,False,,,,,
Q5JRX3,PREP_HUMAN,False,False,False,,,False,,False,,,,,
Q9ULT6,ZNRF3_HUMAN,False,True,False,,,True,,False,,,,,
Q15762,CD226_HUMAN,True,True,False,,,True,,False,,,,,
P05305,EDN1_HUMAN,False,False,True,,,False,,False,,,,,
Q9NYK1,TLR7_HUMAN,True,True,False,,,True,,False,,,,,
Q29718,1B82_HUMAN,True,True,False,,,True,,False,,,,,
O14493,CLD4_HUMAN,True,True,False,,,True,,False,,,,,
Q01974,ROR2_HUMAN,True,True,False,,,True,,False,,,,,
Q9NRE1,MMP26_HUMAN,False,False,True,,,False,,False,,,,,
P18089,ADA2B_HUMAN,True,True,False,,,True,,False,,,,,
P32927,IL3RB_HUMAN,True,True,False,,,True,,False,,,,,
P33681,CD80_HUMAN,True,True,True,,,True,,False,,,,,
P30455,1A36_HUMAN,True,True,False,,,True,,False,,,,,
Q5R387,PA2GC_HUMAN,False,False,False,,,False,,False,,,,,
Q99466,NOTC4_HUMAN,True,True,False,,,True,,False,,,,,
Q09428,ABCC8_HUMAN,True,False,False,,,False,,False,,,,,
P04229,2B11_HUMAN,True,True,False,,,True,,False,,,,,
O00299,CLIC1_HUMAN,False,False,False,,,False,,False,,,,,
Q9UDY8,MALT1_HUMAN,False,False,False,,,False,,False,,,,,
P51677,CCR3_HUMAN,True,True,False,,,True,,False,,,,,
P34820,BMP8B_HUMAN,False,False,True,,,False,,False,,,,,
Q99706,KI2L4_HUMAN,True,True,False,,,True,,False,,,,,
Q9P0L9,PK2L1_HUMAN,True,True,False,,,True,,False,,,,,
P0C0L4,CO4A_HUMAN,False,True,False,,,False,,False,,,,,
Q9NX52,RHBL2_HUMAN,False,True,False,,,True,,False,,,,,
P16066,ANPRA_HUMAN,True,True,False,,,True,,False,,,,,
O15399,NMDE4_HUMAN,True,True,True,,,True,,False,,,,,
P41134,ID1_HUMAN,False,False,False,,,False,,False,,,,,
P19957,ELAF_HUMAN,False,False,True,,,False,,False,,,,,
Q9P0L0,VAPA_HUMAN,True,False,False,,,False,,False,,,,,
Q86V24,PAQR2_HUMAN,True,True,False,,,True,,False,,,,,
P52961,NAR1_HUMAN,True,True,False,,,True,,False,,,,,
Q13093,PAFA_HUMAN,False,False,True,,,False,,False,,,,,
Q9Y2R2,PTN22_HUMAN,False,False,False,,,False,,False,,,,,
P17301,ITA2_HUMAN,True,True,False,,,True,,True,,,,,
Q7Z4I7,LIMS2_HUMAN,False,False,False,,,False,,False,,,,,
P48960,CD97_HUMAN,True,True,True,,,True,,False,,,,,
P18465,1B57_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y5C1,ANGL3_HUMAN,False,True,True,,,True,,False,,,,,
P30486,1B48_HUMAN,True,True,False,,,True,,False,,,,,
P35247,SFTPD_HUMAN,False,False,False,,,False,,False,,,,,
Q8N0W4,NLGNX_HUMAN,True,True,False,,,True,,False,,,,,
Q9UM73,ALK_HUMAN,True,True,False,,,True,,False,,,,,
Q92766,RREB1_HUMAN,False,False,False,,,False,,False,,,,,
Q99523,SORT_HUMAN,True,True,False,,,True,,False,,,,,
Q8NET8,TRPV3_HUMAN,True,False,False,,,False,,False,,,,,
Q92854,SEM4D_HUMAN,True,True,False,,,True,,False,,,,,
O94788,AL1A2_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y5Q6,INSL5_HUMAN,False,False,True,,,False,,False,,,,,
P01241,SOMA_HUMAN,False,False,True,,,False,,False,,,,,
O00175,CCL24_HUMAN,False,False,True,,,False,,False,,,,,
P07093,GDN_HUMAN,False,True,False,,,True,,False,,,,,
Q13253,NOGG_HUMAN,False,False,False,,,False,,False,,,,,
Q14573,ITPR3_HUMAN,False,True,False,,,False,,False,,,,,
P11912,CD79A_HUMAN,True,True,False,,,True,,False,,,,,
O95407,TNF6B_HUMAN,False,True,True,,,True,,False,,,,,
P59533,T2R38_HUMAN,True,True,False,,,True,,False,,,,,
P52798,EFNA4_HUMAN,True,True,True,,,False,,False,,,,,
Q07954,LRP1_HUMAN,True,True,True,,,True,,False,,,,,
Q10589,BST2_HUMAN,True,True,False,,,True,,False,,,,,
P07911,UROM_HUMAN,False,True,True,,,False,,False,,,,,
P01562,IFNA1_HUMAN,False,False,True,,,False,,False,,,,,
P09668,CATH_HUMAN,True,False,True,,,False,,False,,,,,
P37288,V1AR_HUMAN,True,True,False,,,True,,False,,,,,
Q14161,GIT2_HUMAN,False,False,False,,,False,,False,,,,,
Q92734,TFG_HUMAN,True,True,False,,,True,,False,,,,,
P01229,LSHB_HUMAN,True,False,True,,,False,,False,,,,,
P21754,ZP3_HUMAN,True,True,False,,,False,,False,,,,,
P20827,EFNA1_HUMAN,True,True,True,,,False,,False,,,,,
P11831,SRF_HUMAN,False,False,False,,,False,,False,,,,,
Q9NZ94,NLGN3_HUMAN,True,True,False,,,True,,False,,,,,
P04085,PDGFA_HUMAN,False,True,True,,,True,,False,,,,,
Q8TAZ6,CKLF2_HUMAN,True,False,False,,,False,,False,,,,,
Q6UX27,VSTM1_HUMAN,True,True,True,,,True,,False,,,,,
P02741,CRP_HUMAN,False,False,True,,,False,,False,,,,,
Q96JQ5,M4A4A_HUMAN,True,True,False,,,True,,False,,,,,
P00533,EGFR_HUMAN,True,True,True,,,True,,False,,,,,
Q6V0I7,FAT4_HUMAN,False,True,False,,,False,,False,,,,,
P17706,PTN2_HUMAN,True,False,False,,,False,,False,,,,,
Q96JJ3,ELMO2_HUMAN,True,False,False,,,False,,False,,,,,
Q13224,NMDE2_HUMAN,True,True,True,,,True,,False,,,,,
Q8NF37,PCAT1_HUMAN,False,False,True,,,False,,False,,,,,
P40259,CD79B_HUMAN,True,True,False,,,True,,False,,,,,
P11150,LIPC_HUMAN,False,False,True,,,False,,False,,,,,
Q9NZK7,PA2GE_HUMAN,False,False,True,,,False,,False,,,,,
Q05397,FAK1_HUMAN,False,False,False,,,False,,False,,,,,
P16070,CD44_HUMAN,True,True,False,,,True,,False,,,,,
P04003,C4BPA_HUMAN,False,True,False,,,False,,False,,,,,
Q6NYC1,JMJD6_HUMAN,False,True,False,,,True,,False,,,,,
P03971,MIS_HUMAN,False,False,True,,,False,,False,,,,,
P25106,ACKR3_HUMAN,True,True,False,,,True,,False,,,,,
P0DMV8,HS71A_HUMAN,False,False,False,,,False,,False,,,,,
P39905,GDNF_HUMAN,False,False,True,,,False,,False,,,,,
Q969E3,UCN3_HUMAN,False,False,True,,,False,,False,,,,,
Q9NR97,TLR8_HUMAN,True,True,False,,,True,,False,,,,,
Q86UE4,LYRIC_HUMAN,True,False,False,,,False,,False,,,,,
P51686,CCR9_HUMAN,True,True,False,,,True,,False,,,,,
P01871,IGHM_HUMAN,False,True,False,,,True,,False,,,,,
Q15569,TESK1_HUMAN,False,False,False,,,False,,False,,,,,
P30461,1B13_HUMAN,True,True,False,,,True,,False,,,,,
Q16619,CTF1_HUMAN,False,False,True,,,False,,False,,,,,
P08123,CO1A2_HUMAN,False,True,True,,,False,,False,,,,,
Q9Y5S1,TRPV2_HUMAN,True,True,False,,,False,,False,,,,,
Q8TDV0,GP151_HUMAN,True,True,False,,,True,,False,,,,,
O43908,NKG2F_HUMAN,True,True,False,,,True,,False,,,,,
P28066,PSA5_HUMAN,False,False,False,,,False,,False,,,,,
P35240,MERL_HUMAN,False,False,True,,,False,,False,,,,,
Q13332,PTPRS_HUMAN,True,True,False,,,True,,False,,,,,
P55290,CAD13_HUMAN,False,True,False,,,True,,False,,,,,
Q9UJU2,LEF1_HUMAN,False,False,False,,,False,,False,,,,,
Q8N6Q3,CD177_HUMAN,True,True,False,,,True,,False,,,,,
Q93038,TNR25_HUMAN,True,True,True,,,True,,False,,,,,
Q03181,PPARD_HUMAN,False,False,False,,,False,,False,,,,,
P08294,SODE_HUMAN,False,False,False,,,False,,False,,,,,
P24394,IL4RA_HUMAN,True,True,True,,,True,,False,,,,,
Q12904,AIMP1_HUMAN,False,True,True,,,True,,False,,,,,
Q9UQ26,RIMS2_HUMAN,False,False,False,,,False,,False,,,,,
P08637,FCG3A_HUMAN,True,True,False,,,True,,False,,,,,
P00995,ISK1_HUMAN,False,False,True,,,False,,False,,,,,
O95471,CLD7_HUMAN,True,True,False,,,False,,False,,,,,
Q9P2A4,ABI3_HUMAN,False,False,False,,,False,,False,,,,,
Q6GTX8,LAIR1_HUMAN,True,True,False,,,True,,False,,,,,
Q86UL8,MAGI2_HUMAN,False,False,False,,,False,,False,,,,,
O60504,VINEX_HUMAN,False,False,False,,,False,,False,,,,,
O00300,TR11B_HUMAN,False,True,True,,,True,,False,,,,,
Q9UQB8,BAIP2_HUMAN,False,False,False,,,False,,False,,,,,
Q13177,PAK2_HUMAN,False,False,False,,,False,,False,,,,,
P43627,KI2L2_HUMAN,True,True,False,,,True,,False,,,,,
Q14520,HABP2_HUMAN,False,False,True,,,False,,False,,,,,
P60953,CDC42_HUMAN,False,False,False,,,False,,False,,,,,
Q6UXV0,GFRAL_HUMAN,True,True,False,,,True,,False,,,,,
Q8TCT1,PHOP1_HUMAN,False,False,False,,,False,,False,,,,,
P62993,GRB2_HUMAN,False,False,False,,,False,,False,,,,,
Q13464,ROCK1_HUMAN,False,False,False,,,False,,False,,,,,
Q15139,KPCD1_HUMAN,False,False,False,,,False,,False,,,,,
P13747,HLAE_HUMAN,True,True,False,,,True,,False,,,,,
Q9UNI1,CELA1_HUMAN,False,False,False,,,False,,False,,,,,
P78504,JAG1_HUMAN,True,True,False,,,True,,False,,,,,
Q13275,SEM3F_HUMAN,False,False,True,,,False,,False,,,,,
P15289,ARSA_HUMAN,False,False,True,,,False,,False,,,,,
O43541,SMAD6_HUMAN,False,False,False,,,False,,False,,,,,
Q03001,DYST_HUMAN,False,False,False,,,False,,False,,,,,
Q8IY67,RAVR1_HUMAN,False,False,False,,,False,,False,,,,,
Q15084,PDIA6_HUMAN,False,False,True,,,False,,False,,,,,
P78310,CXAR_HUMAN,True,True,True,,,True,,False,,,,,
P04843,RPN1_HUMAN,True,True,False,,,False,,False,,,,,
Q16627,CCL14_HUMAN,False,False,True,,,False,,False,,,,,
P07359,GP1BA_HUMAN,True,True,False,,,True,,False,,,,,
P01566,IFN10_HUMAN,False,False,True,,,False,,False,,,,,
P14618,KPYM_HUMAN,False,True,False,,,False,,False,,,,,
P30542,AA1R_HUMAN,True,True,False,,,True,,False,,,,,
P06858,LIPL_HUMAN,False,True,True,,,False,,False,,,,,
P28799,GRN_HUMAN,False,True,True,,,False,,False,,,,,
P15502,ELN_HUMAN,True,False,False,,,False,,False,,,,,
P59901,LIRA4_HUMAN,True,True,True,,,True,,False,,,,,
P55075,FGF8_HUMAN,False,True,True,,,True,,False,,,,,
P05013,IFNA6_HUMAN,False,False,True,,,False,,False,,,,,
Q9Y2J0,RP3A_HUMAN,True,False,False,,,False,,False,,,,,
Q9NYU2,UGGG1_HUMAN,True,True,False,,,False,,False,,,,,
O95715,CXL14_HUMAN,False,False,True,,,False,,False,,,,,
Q8N126,CADM3_HUMAN,True,True,True,,,False,,False,,,,,
Q8WWQ8,STAB2_HUMAN,True,True,False,,,True,,False,,,,,
P06127,CD5_HUMAN,True,True,False,,,True,,False,,,,,
P22692,IBP4_HUMAN,False,False,True,,,False,,False,,,,,
P00749,UROK_HUMAN,False,True,False,,,True,,False,,,,,
P05067,A4_HUMAN,True,True,True,,,True,,False,,,,,
Q5VWK5,IL23R_HUMAN,True,True,False,,,True,,False,,,,,
O75508,CLD11_HUMAN,True,True,False,,,False,,False,,,,,
Q96P44,COLA1_HUMAN,False,False,True,,,False,,False,,,,,
Q92673,SORL_HUMAN,True,True,True,,,True,,False,,,,,
P40225,TPO_HUMAN,False,False,True,,,False,,False,,,,,
Q9UQ52,CNTN6_HUMAN,False,True,False,,,False,,False,,,,,
Q9H0A0,NAT10_HUMAN,True,False,False,,,False,,False,,,,,
Q13546,RIPK1_HUMAN,True,True,False,,,True,,False,,,,,
Q99616,CCL13_HUMAN,False,False,True,,,False,,False,,,,,
P55268,LAMB2_HUMAN,False,True,True,,,False,,False,,,,,
P19256,LFA3_HUMAN,True,True,False,,,False,,False,,,,,
Q16539,MK14_HUMAN,False,False,False,,,False,,False,,,,,
Q9UQC9,CLCA2_HUMAN,True,True,False,,,False,,False,,,,,
P01584,IL1B_HUMAN,False,False,True,,,False,,False,,,,,
P13236,CCL4_HUMAN,False,False,True,,,False,,False,,,,,
O95279,KCNK5_HUMAN,True,True,False,,,False,,False,,,,,
P15692,VEGFA_HUMAN,True,True,True,,,True,,False,,,,,
P05106,ITB3_HUMAN,True,True,True,,,True,,True,,,,,
Q9UGJ0,AAKG2_HUMAN,False,False,False,,,False,,False,,,,,
P28827,PTPRM_HUMAN,True,True,False,,,True,,False,,,,,
P21246,PTN_HUMAN,False,True,True,,,True,,False,,,,,
Q9NPH0,PPA6_HUMAN,False,False,False,,,False,,False,,,,,
Q7Z4P5,GDF7_HUMAN,False,False,True,,,False,,False,,,,,
O60291,MGRN1_HUMAN,False,True,False,,,True,,False,,,,,
P05997,CO5A2_HUMAN,False,True,True,,,False,,False,,,,,
Q13352,CENPR_HUMAN,False,False,False,,,False,,False,,,,,
